Trip ID,Pickup Date,Vehicle,Payment Type,Passenger Count,Total Trip Distance,Total Booking Value,Pickup Location,Dropoff Location,Total Bookings
1,2024-06-19 00:00:00,UberX,Uber Pay,1,2,$11.7,Penn Station/Madison Sq West,East Village,1.0
1,2024-06-19 00:00:00,UberX,Uber Pay,1,1,$9.7,Penn Station/Madison Sq West,Gramercy,1.0
2,2024-06-19 00:00:00,UberX,Uber Pay,2,3,$23.4,Penn Station/Madison Sq West,Kips Bay,2.0
1,2024-06-19 00:00:00,UberX,Uber Pay,1,10,$33.5,Penn Station/Madison Sq West,LaGuardia Airport,1.0
2,2024-06-19 00:00:00,UberX,Uber Pay,2,7,$34.4,Penn Station/Madison Sq West,Lenox Hill East,2.0
3,2024-06-19 00:00:00,UberX,Uber Pay,3,8,$50.7,Penn Station/Madison Sq West,Lenox Hill West,3.0
1,2024-06-19 00:00:00,UberX,Uber Pay,1,2,$9.7,Penn Station/Madison Sq West,Lincoln Square East,1.0
1,2024-06-19 00:00:00,UberX,Uber Pay,1,3,$13.5,Penn Station/Madison Sq West,Lincoln Square West,1.0
6,2024-06-19 00:00:00,UberX,Uber Pay,12,9,$58.9,Penn Station/Madison Sq West,Midtown Center,6.0
1,2024-06-19 00:00:00,UberX,Uber Pay,1,2,$12.7,Penn Station/Madison Sq West,Midtown East,1.0
1,2024-06-19 00:00:00,UberX,Uber Pay,1,2,$11.5,Penn Station/Madison Sq West,Midtown North,1.0
2,2024-06-19 00:00:00,UberX,Uber Pay,6,2,$18.6,Penn Station/Madison Sq West,Murray Hill,2.0
1,2024-06-19 00:00:00,UberX,Uber Pay,1,6,$26.0,Penn Station/Madison Sq West,Old Astoria,1.0
1,2024-06-19 00:00:00,UberX,Uber Pay,1,2,$9.6,Penn Station/Madison Sq West,SoHo,1.0
1,2024-06-19 00:00:00,UberX,Uber Pay,1,2,$10.0,Penn Station/Madison Sq West,Stuy Town/Peter Cooper Village,1.0
1,2024-06-19 00:00:00,UberX,Uber Pay,1,2,$13.3,Penn Station/Madison Sq West,Sutton Place/Turtle Bay North,1.0
1,2024-06-19 00:00:00,UberX,Uber Pay,1,1,$6.1,Penn Station/Madison Sq West,Times Sq/Theatre District,1.0
1,2024-06-19 00:00:00,UberX,Uber Pay,1,4,$19.0,Penn Station/Madison Sq West,Upper East Side North,1.0
1,2024-06-19 00:00:00,UberX,Uber Pay,1,2,$9.5,Penn Station/Madison Sq West,Upper East Side South,1.0
1,2024-06-19 00:00:00,UberX,Uber Pay,2,3,$16.5,Penn Station/Madison Sq West,Upper West Side South,1.0
1,2024-06-19 00:00:00,UberX,Uber Pay,1,1,$9.0,Penn Station/Madison Sq West,West Chelsea/Hudson Yards,1.0
1,2024-06-19 00:00:00,UberX,Uber Pay,1,4,$21.9,Penn Station/Madison Sq West,World Trade Center,1.0
1,2024-06-19 00:00:00,UberXL,Cash,1,2,$11.0,Penn Station/Madison Sq West,Alphabet City,1.0
1,2024-06-19 00:00:00,UberXL,Cash,1,4,$15.5,Penn Station/Madison Sq West,Central Harlem,1.0
1,2024-06-19 00:00:00,UberXL,Cash,1,2,$9.0,Penn Station/Madison Sq West,Greenwich Village North,1.0
2,2024-06-19 00:00:00,UberXL,Cash,3,2,$15.0,Penn Station/Madison Sq West,Kips Bay,2.0
1,2024-06-19 00:00:00,UberXL,Cash,1,2,$8.0,Penn Station/Madison Sq West,Lincoln Square East,1.0
1,2024-06-19 00:00:00,UberXL,Cash,1,2,$7.5,Penn Station/Madison Sq West,Midtown Center,1.0
1,2024-06-19 00:00:00,UberXL,Cash,1,9,$30.0,Penn Station/Madison Sq West,Ridgewood,1.0
1,2024-06-19 00:00:00,UberXL,Uber Pay,1,12,$61.0,Penn Station/Madison Sq West,Bedford Park,1.0
1,2024-06-19 00:00:00,UberXL,Uber Pay,1,2,$12.1,Penn Station/Madison Sq West,Clinton West,1.0
1,2024-06-19 00:00:00,UberXL,Uber Pay,1,11,$49.3,Penn Station/Madison Sq West,Flatbush/Ditmas Park,1.0
2,2024-06-19 00:00:00,UberXL,Uber Pay,5,3,$21.1,Penn Station/Madison Sq West,Kips Bay,2.0
1,2024-06-19 00:00:00,UberXL,Uber Pay,1,9,$36.7,Penn Station/Madison Sq West,LaGuardia Airport,1.0
2,2024-06-19 00:00:00,UberXL,Uber Pay,2,7,$36.5,Penn Station/Madison Sq West,Lenox Hill East,2.0
1,2024-06-19 00:00:00,UberXL,Uber Pay,1,2,$10.2,Penn Station/Madison Sq West,Midtown Center,1.0
1,2024-06-19 00:00:00,UberXL,Uber Pay,1,5,$25.7,Penn Station/Madison Sq West,Morningside Heights,1.0
1,2024-06-19 00:00:00,UberXL,Uber Pay,2,1,$11.7,Penn Station/Madison Sq West,Murray Hill,1.0
3,2024-06-19 00:00:00,UberXL,Uber Pay,3,4,$38.1,Penn Station/Madison Sq West,UN/Turtle Bay South,3.0
1,2024-06-19 00:00:00,UberXL,Uber Pay,2,1,$9.0,Penn Station/Madison Sq West,Union Sq,1.0
2,2024-06-20 00:00:00,Uber Black,Cash,2,4,$19.5,Penn Station/Madison Sq West,East Village,2.0
1,2024-06-20 00:00:00,Uber Black,Cash,2,1,$6.5,Penn Station/Madison Sq West,Garment District,1.0
1,2024-06-20 00:00:00,Uber Black,Cash,1,3,$13.0,Penn Station/Madison Sq West,Lenox Hill West,1.0
1,2024-06-20 00:00:00,Uber Black,Cash,1,2,$10.0,Penn Station/Madison Sq West,Lincoln Square West,1.0
1,2024-06-20 00:00:00,Uber Black,Cash,1,2,$8.5,Penn Station/Madison Sq West,Sutton Place/Turtle Bay North,1.0
1,2024-06-20 00:00:00,Uber Black,Cash,1,1,$5.5,Penn Station/Madison Sq West,West Chelsea/Hudson Yards,1.0
1,2024-06-20 00:00:00,Uber Black,Uber Pay,1,4,$17.2,Penn Station/Madison Sq West,Battery Park City,1.0
1,2024-06-20 00:00:00,Uber Black,Uber Pay,1,2,$7.5,Penn Station/Madison Sq West,Clinton East,1.0
1,2024-06-20 00:00:00,Uber Black,Uber Pay,2,1,$9.7,Penn Station/Madison Sq West,Clinton West,1.0
1,2024-06-20 00:00:00,Uber Black,Uber Pay,1,4,$14.5,Penn Station/Madison Sq West,East Harlem South,1.0
1,2024-06-20 00:00:00,Uber Black,Uber Pay,1,8,$35.5,Penn Station/Madison Sq West,Jackson Heights,1.0
1,2024-06-20 00:00:00,Uber Black,Uber Pay,1,12,$40.5,Penn Station/Madison Sq West,Kingsbridge Heights,1.0
1,2024-06-20 00:00:00,Uber Black,Uber Pay,1,2,$8.5,Penn Station/Madison Sq West,Lincoln Square East,1.0
2,2024-06-20 00:00:00,Uber Black,Uber Pay,2,2,$15.6,Penn Station/Madison Sq West,Midtown Center,2.0
1,2024-06-20 00:00:00,Uber Black,Uber Pay,1,1,$8.1,Penn Station/Madison Sq West,Midtown East,1.0
2,2024-06-20 00:00:00,Uber Black,Uber Pay,4,2,$15.0,Penn Station/Madison Sq West,Murray Hill,2.0
1,2024-06-20 00:00:00,Uber Black,Uber Pay,5,1,$7.0,Penn Station/Madison Sq West,Times Sq/Theatre District,1.0
1,2024-06-20 00:00:00,Uber Black,Uber Pay,1,5,$24.1,Penn Station/Madison Sq West,Williamsburg (North Side),1.0
1,2024-06-20 00:00:00,Uber Comfort,Cash,1,8,$27.0,Penn Station/Madison Sq West,Crown Heights North,1.0
1,2024-06-20 00:00:00,Uber Comfort,Cash,2,8,$27.0,Penn Station/Madison Sq West,East Concourse/Concourse Village,1.0
2,2024-06-20 00:00:00,Uber Comfort,Cash,2,9,$29.5,Penn Station/Madison Sq West,East Harlem South,2.0
1,2024-06-20 00:00:00,Uber Comfort,Cash,5,3,$13.5,Penn Station/Madison Sq West,Hudson Sq,1.0
1,2024-06-20 00:00:00,Uber Comfort,Cash,1,1,$6.0,Penn Station/Madison Sq West,Lincoln Square East,1.0
1,2024-06-20 00:00:00,Uber Comfort,Cash,1,2,$6.5,Penn Station/Madison Sq West,UN/Turtle Bay South,1.0
1,2024-06-20 00:00:00,Uber Comfort,Cash,1,4,$14.5,Penn Station/Madison Sq West,World Trade Center,1.0
1,2024-06-20 00:00:00,Uber Comfort,Cash,1,4,$16.0,Penn Station/Madison Sq West,Yorkville East,1.0
1,2024-06-20 00:00:00,Uber Comfort,Cash,1,4,$13.0,Penn Station/Madison Sq West,Yorkville West,1.0
1,2024-06-20 00:00:00,Uber Comfort,Uber Pay,1,5,$23.0,Penn Station/Madison Sq West,Astoria,1.0
1,2024-06-20 00:00:00,Uber Comfort,Uber Pay,1,2,$18.0,Penn Station/Madison Sq West,Clinton East,1.0
1,2024-06-20 00:00:00,Uber Comfort,Uber Pay,1,1,$9.1,Penn Station/Madison Sq West,Clinton West,1.0
1,2024-06-20 00:00:00,Uber Comfort,Uber Pay,1,4,$21.7,Penn Station/Madison Sq West,Hudson Sq,1.0
1,2024-06-20 00:00:00,Uber Comfort,Uber Pay,1,1,$9.1,Penn Station/Madison Sq West,Kips Bay,1.0
1,2024-06-20 00:00:00,Uber Comfort,Uber Pay,1,2,$10.7,Penn Station/Madison Sq West,Lincoln Square East,1.0
1,2024-06-20 00:00:00,Uber Comfort,Uber Pay,5,1,$8.3,Penn Station/Madison Sq West,Murray Hill,1.0
1,2024-06-20 00:00:00,Uber Comfort,Uber Pay,1,2,$10.9,Penn Station/Madison Sq West,Upper West Side South,1.0
1,2024-06-20 00:00:00,Uber Comfort,Uber Pay,1,2,$10.3,Penn Station/Madison Sq West,West Village,1.0
1,2024-06-20 00:00:00,Uber Green,Cash,2,10,$39.0,Penn Station/Madison Sq West,East Flatbush/Farragut,1.0
1,2024-06-20 00:00:00,Uber Green,Cash,1,8,$24.5,Penn Station/Madison Sq West,Highbridge,1.0
2,2024-06-20 00:00:00,Uber Green,Cash,3,9,$29.5,Penn Station/Madison Sq West,Manhattan Valley,2.0
1,2024-06-20 00:00:00,Uber Green,Cash,1,1,$6.0,Penn Station/Madison Sq West,Meatpacking/West Village West,1.0
1,2024-06-20 00:00:00,Uber Green,Cash,1,6,$19.5,Penn Station/Madison Sq West,Morningside Heights,1.0
1,2024-06-20 00:00:00,Uber Green,Cash,1,12,$38.0,Penn Station/Madison Sq West,Soundview/Castle Hill,1.0
1,2024-06-20 00:00:00,Uber Green,Cash,1,2,$7.5,Penn Station/Madison Sq West,UN/Turtle Bay South,1.0
1,2024-06-20 00:00:00,Uber Green,Uber Pay,1,1,$7.9,Penn Station/Madison Sq West,Clinton East,1.0
2,2024-06-20 00:00:00,Uber Green,Uber Pay,3,3,$21.0,Penn Station/Madison Sq West,Kips Bay,2.0
1,2024-06-20 00:00:00,Uber Green,Uber Pay,1,4,$18.7,Penn Station/Madison Sq West,Lenox Hill East,1.0
1,2024-06-20 00:00:00,Uber Green,Uber Pay,1,3,$12.1,Penn Station/Madison Sq West,Little Italy/NoLiTa,1.0
1,2024-06-20 00:00:00,Uber Green,Uber Pay,1,4,$20.0,Penn Station/Madison Sq West,Manhattan Valley,1.0
3,2024-06-20 00:00:00,Uber Green,Uber Pay,4,4,$27.6,Penn Station/Madison Sq West,Midtown Center,3.0
1,2024-06-20 00:00:00,Uber Green,Uber Pay,1,7,$29.6,Penn Station/Madison Sq West,Morningside Heights,1.0
1,2024-06-20 00:00:00,Uber Green,Uber Pay,1,1,$11.5,Penn Station/Madison Sq West,Murray Hill,1.0
2,2024-06-20 00:00:00,Uber Green,Uber Pay,3,7,$32.0,Penn Station/Madison Sq West,Two Bridges/Seward Park,2.0
1,2024-06-20 00:00:00,Uber Green,Uber Pay,1,2,$14.5,Penn Station/Madison Sq West,UN/Turtle Bay South,1.0
1,2024-06-20 00:00:00,Uber Green,Uber Pay,1,3,$18.2,Penn Station/Madison Sq West,Upper East Side North,1.0
1,2024-06-20 00:00:00,Uber Green,Uber Pay,1,3,$14.5,Penn Station/Madison Sq West,Upper East Side South,1.0
1,2024-06-20 00:00:00,Uber Green,Uber Pay,1,8,$29.7,Penn Station/Madison Sq West,Woodside,1.0
1,2024-06-20 00:00:00,UberX,Cash,1,18,$55.0,Penn Station/Madison Sq West,Canarsie,1.0
1,2024-06-20 00:00:00,UberX,Cash,1,3,$11.5,Penn Station/Madison Sq West,Greenwich Village South,1.0
1,2024-06-20 00:00:00,UberX,Cash,1,2,$7.0,Penn Station/Madison Sq West,Midtown Center,1.0
1,2024-06-20 00:00:00,UberX,Cash,1,17,$51.0,Penn Station/Madison Sq West,NA,1.0
1,2024-06-20 00:00:00,UberX,Cash,1,3,$11.0,Penn Station/Madison Sq West,SoHo,1.0
1,2024-06-20 00:00:00,UberX,Cash,1,1,$6.5,Penn Station/Madison Sq West,Times Sq/Theatre District,1.0
1,2024-06-20 00:00:00,UberX,Cash,1,2,$9.0,Penn Station/Madison Sq West,UN/Turtle Bay South,1.0
1,2024-06-20 00:00:00,UberX,Cash,1,4,$13.5,Penn Station/Madison Sq West,Upper West Side North,1.0
1,2024-06-20 00:00:00,UberX,Cash,1,10,$32.0,Penn Station/Madison Sq West,Washington Heights North,1.0
1,2024-06-20 00:00:00,UberX,Cash,1,5,$16.0,Penn Station/Madison Sq West,Yorkville West,1.0
1,2024-06-20 00:00:00,UberX,Uber Pay,1,5,$21.3,Penn Station/Madison Sq West,Central Harlem,1.0
1,2024-06-20 00:00:00,UberX,Uber Pay,1,6,$28.3,Penn Station/Madison Sq West,Central Harlem North,1.0
2,2024-06-20 00:00:00,UberX,Uber Pay,3,3,$16.4,Penn Station/Madison Sq West,Clinton East,2.0
1,2024-06-20 00:00:00,UberX,Uber Pay,1,1,$7.9,Penn Station/Madison Sq West,East Chelsea,1.0
1,2024-06-20 00:00:00,UberX,Uber Pay,1,3,$10.5,Penn Station/Madison Sq West,East Village,1.0
1,2024-06-20 00:00:00,UberX,Uber Pay,1,4,$14.5,Penn Station/Madison Sq West,Financial District South,1.0
1,2024-06-20 00:00:00,UberX,Uber Pay,1,9,$33.2,Penn Station/Madison Sq West,Forest Hills,1.0
1,2024-06-20 00:00:00,UberX,Uber Pay,1,2,$13.3,Penn Station/Madison Sq West,Greenwich Village North,1.0
1,2024-06-20 00:00:00,UberX,Uber Pay,2,4,$17.5,Penn Station/Madison Sq West,Lenox Hill East,1.0
1,2024-06-20 00:00:00,UberX,Uber Pay,1,3,$15.8,Penn Station/Madison Sq West,Lenox Hill West,1.0
1,2024-06-20 00:00:00,UberX,Uber Pay,1,4,$16.5,Penn Station/Madison Sq West,Manhattan Valley,1.0
2,2024-06-20 00:00:00,UberX,Uber Pay,2,3,$18.9,Penn Station/Madison Sq West,Midtown Center,2.0
1,2024-06-20 00:00:00,UberX,Uber Pay,1,6,$28.0,Penn Station/Madison Sq West,Old Astoria,1.0
1,2024-06-20 00:00:00,UberX,Uber Pay,1,9,$36.7,Penn Station/Madison Sq West,Prospect-Lefferts Gardens,1.0
1,2024-06-20 00:00:00,UberX,Uber Pay,1,2,$10.3,Penn Station/Madison Sq West,SoHo,1.0
1,2024-06-20 00:00:00,UberX,Uber Pay,1,5,$21.5,Penn Station/Madison Sq West,Sunnyside,1.0
2,2024-06-20 00:00:00,UberX,Uber Pay,2,4,$25.6,Penn Station/Madison Sq West,Sutton Place/Turtle Bay North,2.0
1,2024-06-20 00:00:00,UberX,Uber Pay,1,4,$20.6,Penn Station/Madison Sq West,Two Bridges/Seward Park,1.0
1,2024-06-20 00:00:00,UberX,Uber Pay,1,1,$9.0,Penn Station/Madison Sq West,UN/Turtle Bay South,1.0
1,2024-06-20 00:00:00,UberX,Uber Pay,1,2,$12.3,Penn Station/Madison Sq West,Upper East Side South,1.0
1,2024-06-20 00:00:00,UberX,Uber Pay,1,3,$13.4,Penn Station/Madison Sq West,Upper West Side South,1.0
1,2024-06-20 00:00:00,UberX,Uber Pay,1,2,$11.5,Penn Station/Madison Sq West,West Village,1.0
1,2024-06-20 00:00:00,UberXL,Cash,1,3,$13.5,Penn Station/Madison Sq West,Alphabet City,1.0
3,2024-06-20 00:00:00,UberXL,Cash,7,4,$20.5,Penn Station/Madison Sq West,Clinton East,3.0
1,2024-06-20 00:00:00,UberXL,Cash,2,5,$16.5,Penn Station/Madison Sq West,East Harlem North,1.0
1,2024-06-20 00:00:00,UberXL,Cash,2,4,$15.0,Penn Station/Madison Sq West,East Harlem South,1.0
1,2024-06-20 00:00:00,UberXL,Cash,1,2,$8.5,Penn Station/Madison Sq West,Gramercy,1.0
1,2024-06-20 00:00:00,UberXL,Cash,1,2,$7.5,Penn Station/Madison Sq West,Lincoln Square East,1.0
1,2024-06-20 00:00:00,UberXL,Cash,1,1,$7.5,Penn Station/Madison Sq West,Murray Hill,1.0
1,2024-06-20 00:00:00,UberXL,Uber Pay,1,2,$14.6,Penn Station/Madison Sq West,Clinton West,1.0
1,2024-06-20 00:00:00,UberXL,Uber Pay,1,4,$18.2,Penn Station/Madison Sq West,East Harlem South,1.0
1,2024-06-20 00:00:00,UberXL,Uber Pay,1,3,$12.8,Penn Station/Madison Sq West,East Village,1.0
2,2024-06-20 00:00:00,UberXL,Uber Pay,2,3,$21.1,Penn Station/Madison Sq West,Kips Bay,2.0
1,2024-06-20 00:00:00,UberXL,Uber Pay,1,5,$20.5,Penn Station/Madison Sq West,Manhattan Valley,1.0
1,2024-06-20 00:00:00,UberXL,Uber Pay,1,2,$10.1,Penn Station/Madison Sq West,Midtown Center,1.0
1,2024-06-20 00:00:00,UberXL,Uber Pay,1,2,$11.6,Penn Station/Madison Sq West,SoHo,1.0
2,2024-06-20 00:00:00,UberXL,Uber Pay,5,4,$23.1,Penn Station/Madison Sq West,Stuy Town/Peter Cooper Village,2.0
1,2024-06-20 00:00:00,UberXL,Uber Pay,1,1,$6.0,Penn Station/Madison Sq West,Union Sq,1.0
1,2024-06-20 00:00:00,UberXL,Uber Pay,1,4,$16.0,Penn Station/Madison Sq West,Yorkville West,1.0
1,2024-06-21 00:00:00,Uber Black,Cash,1,1,$6.5,Penn Station/Madison Sq West,Clinton West,1.0
2,2024-06-21 00:00:00,Uber Black,Cash,6,2,$13.0,Penn Station/Madison Sq West,Kips Bay,2.0
1,2024-06-21 00:00:00,Uber Black,Cash,1,2,$8.0,Penn Station/Madison Sq West,Midtown East,1.0
1,2024-06-21 00:00:00,Uber Black,Cash,1,8,$24.5,Penn Station/Madison Sq West,Washington Heights South,1.0
1,2024-06-21 00:00:00,Uber Black,Cash,1,1,$7.5,Penn Station/Madison Sq West,West Chelsea/Hudson Yards,1.0
2,2024-06-21 00:00:00,Uber Black,Uber Pay,5,6,$24.0,Penn Station/Madison Sq West,Alphabet City,2.0
1,2024-06-21 00:00:00,Uber Black,Uber Pay,1,5,$26.5,Penn Station/Madison Sq West,East Chelsea,1.0
1,2024-06-21 00:00:00,Uber Black,Uber Pay,1,6,$18.5,Penn Station/Madison Sq West,East Harlem North,1.0
3,2024-06-21 00:00:00,Uber Black,Uber Pay,4,7,$38.2,Penn Station/Madison Sq West,East Village,3.0
3,2024-06-21 00:00:00,Uber Black,Uber Pay,3,4,$28.0,Penn Station/Madison Sq West,Gramercy,3.0
1,2024-06-21 00:00:00,Uber Black,Uber Pay,1,8,$29.0,Penn Station/Madison Sq West,Highbridge Park,1.0
2,2024-06-21 00:00:00,Uber Black,Uber Pay,3,3,$16.5,Penn Station/Madison Sq West,Kips Bay,2.0
2,2024-06-21 00:00:00,Uber Black,Uber Pay,7,6,$26.9,Penn Station/Madison Sq West,Lenox Hill West,2.0
1,2024-06-21 00:00:00,Uber Black,Uber Pay,1,2,$11.5,Penn Station/Madison Sq West,Lincoln Square West,1.0
1,2024-06-21 00:00:00,Uber Black,Uber Pay,1,1,$7.9,Penn Station/Madison Sq West,Midtown East,1.0
1,2024-06-21 00:00:00,Uber Black,Uber Pay,3,2,$9.5,Penn Station/Madison Sq West,SoHo,1.0
2,2024-06-21 00:00:00,Uber Black,Uber Pay,3,3,$17.7,Penn Station/Madison Sq West,UN/Turtle Bay South,2.0
1,2024-06-21 00:00:00,Uber Black,Uber Pay,1,1,$5.5,Penn Station/Madison Sq West,Union Sq,1.0
1,2024-06-21 00:00:00,Uber Black,Uber Pay,1,3,$12.1,Penn Station/Madison Sq West,Upper East Side South,1.0
1,2024-06-21 00:00:00,Uber Black,Uber Pay,1,3,$13.3,Penn Station/Madison Sq West,Upper West Side South,1.0
1,2024-06-21 00:00:00,Uber Black,Uber Pay,1,10,$36.1,Penn Station/Madison Sq West,Washington Heights North,1.0
1,2024-06-21 00:00:00,Uber Black,Uber Pay,1,1,$8.5,Penn Station/Madison Sq West,West Village,1.0
1,2024-06-21 00:00:00,Uber Black,Uber Pay,1,4,$20.5,Penn Station/Madison Sq West,Yorkville East,1.0
1,2024-06-21 00:00:00,Uber Comfort,Amazon Pay,1,7,$23.5,Penn Station/Madison Sq West,Central Harlem,1.0
1,2024-06-21 00:00:00,Uber Comfort,Cash,1,5,$16.5,Penn Station/Madison Sq West,East Harlem North,1.0
1,2024-06-21 00:00:00,Uber Comfort,Cash,1,2,$10.5,Penn Station/Madison Sq West,East Village,1.0
1,2024-06-21 00:00:00,Uber Comfort,Cash,1,2,$8.0,Penn Station/Madison Sq West,Hudson Sq,1.0
1,2024-06-21 00:00:00,Uber Comfort,Cash,1,4,$13.5,Penn Station/Madison Sq West,Lenox Hill East,1.0
1,2024-06-21 00:00:00,Uber Comfort,Cash,1,1,$6.0,Penn Station/Madison Sq West,Midtown Center,1.0
1,2024-06-21 00:00:00,Uber Comfort,Uber Pay,2,7,$22.0,Penn Station/Madison Sq West,Central Harlem North,1.0
1,2024-06-21 00:00:00,Uber Comfort,Uber Pay,1,1,$6.7,Penn Station/Madison Sq West,Clinton East,1.0
2,2024-06-21 00:00:00,Uber Comfort,Uber Pay,2,3,$21.4,Penn Station/Madison Sq West,Clinton West,2.0
1,2024-06-21 00:00:00,Uber Comfort,Uber Pay,1,8,$35.5,Penn Station/Madison Sq West,Crown Heights North,1.0
1,2024-06-21 00:00:00,Uber Comfort,Uber Pay,1,2,$11.5,Penn Station/Madison Sq West,East Village,1.0
1,2024-06-21 00:00:00,Uber Comfort,Uber Pay,1,1,$10.2,Penn Station/Madison Sq West,Gramercy,1.0
1,2024-06-21 00:00:00,Uber Comfort,Uber Pay,1,7,$26.5,Penn Station/Madison Sq West,Hamilton Heights,1.0
1,2024-06-21 00:00:00,Uber Comfort,Uber Pay,6,3,$18.5,Penn Station/Madison Sq West,Lenox Hill East,1.0
1,2024-06-21 00:00:00,Uber Comfort,Uber Pay,1,3,$12.1,Penn Station/Madison Sq West,Lenox Hill West,1.0
1,2024-06-21 00:00:00,Uber Comfort,Uber Pay,3,3,$17.8,Penn Station/Madison Sq West,Little Italy/NoLiTa,1.0
2,2024-06-21 00:00:00,Uber Comfort,Uber Pay,3,11,$46.8,Penn Station/Madison Sq West,Manhattan Valley,2.0
2,2024-06-21 00:00:00,Uber Comfort,Uber Pay,3,2,$15.6,Penn Station/Madison Sq West,Murray Hill,2.0
3,2024-06-21 00:00:00,Uber Comfort,Uber Pay,6,6,$35.2,Penn Station/Madison Sq West,Sutton Place/Turtle Bay North,3.0
2,2024-06-21 00:00:00,Uber Comfort,Uber Pay,2,7,$28.9,Penn Station/Madison Sq West,Upper East Side North,2.0
1,2024-06-21 00:00:00,Uber Comfort,Uber Pay,1,4,$14.5,Penn Station/Madison Sq West,Upper West Side North,1.0
1,2024-06-21 00:00:00,Uber Comfort,Uber Pay,2,3,$12.7,Penn Station/Madison Sq West,Upper West Side South,1.0
2,2024-06-21 00:00:00,Uber Comfort,Uber Pay,2,8,$34.1,Penn Station/Madison Sq West,Yorkville East,2.0
1,2024-06-21 00:00:00,Uber Comfort,Uber Pay,1,4,$18.1,Penn Station/Madison Sq West,Yorkville West,1.0
1,2024-06-21 00:00:00,Uber Green,Cash,1,5,$17.5,Penn Station/Madison Sq West,Central Harlem,1.0
2,2024-06-21 00:00:00,Uber Green,Cash,2,3,$13.5,Penn Station/Madison Sq West,Gramercy,2.0
1,2024-06-21 00:00:00,Uber Green,Cash,6,2,$6.5,Penn Station/Madison Sq West,Lincoln Square East,1.0
1,2024-06-21 00:00:00,Uber Green,Cash,1,1,$6.0,Penn Station/Madison Sq West,Midtown Center,1.0
1,2024-06-21 00:00:00,Uber Green,Cash,1,2,$10.0,Penn Station/Madison Sq West,Midtown East,1.0
1,2024-06-21 00:00:00,Uber Green,Cash,1,2,$8.5,Penn Station/Madison Sq West,Sutton Place/Turtle Bay North,1.0
1,2024-06-21 00:00:00,Uber Green,Uber Pay,1,6,$21.5,Penn Station/Madison Sq West,Bushwick South,1.0
1,2024-06-21 00:00:00,Uber Green,Uber Pay,1,1,$7.8,Penn Station/Madison Sq West,Clinton East,1.0
1,2024-06-21 00:00:00,Uber Green,Uber Pay,1,2,$10.9,Penn Station/Madison Sq West,Clinton West,1.0
1,2024-06-21 00:00:00,Uber Green,Uber Pay,3,7,$29.5,Penn Station/Madison Sq West,Cobble Hill,1.0
1,2024-06-21 00:00:00,Uber Green,Uber Pay,1,5,$20.5,Penn Station/Madison Sq West,DUMBO/Vinegar Hill,1.0
2,2024-06-21 00:00:00,Uber Green,Uber Pay,2,9,$35.0,Penn Station/Madison Sq West,East Harlem South,2.0
2,2024-06-21 00:00:00,Uber Green,Uber Pay,7,6,$28.3,Penn Station/Madison Sq West,East Village,2.0
1,2024-06-21 00:00:00,Uber Green,Uber Pay,1,3,$12.6,Penn Station/Madison Sq West,Financial District North,1.0
1,2024-06-21 00:00:00,Uber Green,Uber Pay,1,1,$6.4,Penn Station/Madison Sq West,Gramercy,1.0
2,2024-06-21 00:00:00,Uber Green,Uber Pay,3,4,$21.3,Penn Station/Madison Sq West,Greenwich Village South,2.0
2,2024-06-21 00:00:00,Uber Green,Uber Pay,4,3,$20.5,Penn Station/Madison Sq West,Kips Bay,2.0
2,2024-06-21 00:00:00,Uber Green,Uber Pay,2,8,$32.5,Penn Station/Madison Sq West,Lenox Hill East,2.0
1,2024-06-21 00:00:00,Uber Green,Uber Pay,1,3,$12.5,Penn Station/Madison Sq West,Lenox Hill West,1.0
1,2024-06-21 00:00:00,Uber Green,Uber Pay,1,2,$11.0,Penn Station/Madison Sq West,Little Italy/NoLiTa,1.0
1,2024-06-21 00:00:00,Uber Green,Uber Pay,1,4,$18.7,Penn Station/Madison Sq West,Long Island City/Hunters Point,1.0
2,2024-06-21 00:00:00,Uber Green,Uber Pay,7,4,$25.5,Penn Station/Madison Sq West,Midtown East,2.0
1,2024-06-21 00:00:00,Uber Green,Uber Pay,3,6,$25.4,Penn Station/Madison Sq West,Morningside Heights,1.0
1,2024-06-21 00:00:00,Uber Green,Uber Pay,1,2,$11.0,Penn Station/Madison Sq West,Penn Station/Madison Sq West,1.0
1,2024-06-21 00:00:00,Uber Green,Uber Pay,1,5,$22.4,Penn Station/Madison Sq West,Seaport,1.0
1,2024-06-21 00:00:00,Uber Green,Uber Pay,1,6,$26.5,Penn Station/Madison Sq West,Steinway,1.0
1,2024-06-21 00:00:00,Uber Green,Uber Pay,5,2,$11.6,Penn Station/Madison Sq West,Stuy Town/Peter Cooper Village,1.0
2,2024-06-21 00:00:00,Uber Green,Uber Pay,4,2,$12.7,Penn Station/Madison Sq West,Union Sq,2.0
1,2024-06-21 00:00:00,Uber Green,Uber Pay,1,3,$12.5,Penn Station/Madison Sq West,Upper East Side North,1.0
1,2024-06-21 00:00:00,UberX,Cash,1,5,$17.5,Penn Station/Madison Sq West,Bloomingdale,1.0
1,2024-06-21 00:00:00,UberX,Cash,1,1,$6.5,Penn Station/Madison Sq West,Clinton East,1.0
2,2024-06-21 00:00:00,UberX,Cash,3,3,$14.0,Penn Station/Madison Sq West,Clinton West,2.0
