Trip ID,Pickup Date,Vehicle,Payment Type,Passenger Count,Total Trip Distance,Total Booking Value,Pickup Location,Dropoff Location,Total Bookings
1,2024-06-07 00:00:00,UberX,Uber Pay,1,1,$7.5,Penn Station/Madison Sq West,Kips Bay,1.0
1,2024-06-07 00:00:00,UberX,Uber Pay,1,2,$12.8,Penn Station/Madison Sq West,Lincoln Square West,1.0
1,2024-06-07 00:00:00,UberX,Uber Pay,1,3,$18.8,Penn Station/Madison Sq West,Lower East Side,1.0
1,2024-06-07 00:00:00,UberX,Uber Pay,1,6,$25.9,Penn Station/Madison Sq West,Manhattanville,1.0
1,2024-06-07 00:00:00,UberX,Uber Pay,1,1,$7.5,Penn Station/Madison Sq West,Midtown North,1.0
1,2024-06-07 00:00:00,UberX,Uber Pay,6,1,$9.0,Penn Station/Madison Sq West,Murray Hill,1.0
1,2024-06-07 00:00:00,UberX,Uber Pay,1,7,$22.0,Penn Station/Madison Sq West,Old Astoria,1.0
1,2024-06-07 00:00:00,UberX,Uber Pay,1,3,$13.5,Penn Station/Madison Sq West,SoHo,1.0
1,2024-06-07 00:00:00,UberX,Uber Pay,1,2,$12.7,Penn Station/Madison Sq West,Sutton Place/Turtle Bay North,1.0
2,2024-06-07 00:00:00,UberX,Uber Pay,2,3,$23.5,Penn Station/Madison Sq West,Times Sq/Theatre District,2.0
1,2024-06-07 00:00:00,UberX,Uber Pay,1,1,$11.5,Penn Station/Madison Sq West,UN/Turtle Bay South,1.0
2,2024-06-07 00:00:00,UberX,Uber Pay,4,8,$37.0,Penn Station/Madison Sq West,Upper East Side North,2.0
2,2024-06-07 00:00:00,UberX,Uber Pay,2,6,$29.8,Penn Station/Madison Sq West,Upper West Side North,2.0
1,2024-06-07 00:00:00,UberX,Uber Pay,3,3,$11.2,Penn Station/Madison Sq West,Upper West Side South,1.0
1,2024-06-07 00:00:00,UberXL,Cash,1,2,$8.5,Penn Station/Madison Sq West,Gramercy,1.0
1,2024-06-07 00:00:00,UberXL,Cash,1,3,$14.0,Penn Station/Madison Sq West,Lenox Hill East,1.0
1,2024-06-07 00:00:00,UberXL,Cash,1,1,$7.0,Penn Station/Madison Sq West,Murray Hill,1.0
1,2024-06-07 00:00:00,UberXL,Uber Pay,1,4,$14.1,Penn Station/Madison Sq West,East Harlem South,1.0
1,2024-06-07 00:00:00,UberXL,Uber Pay,1,3,$16.3,Penn Station/Madison Sq West,East Village,1.0
1,2024-06-07 00:00:00,UberXL,Uber Pay,1,2,$10.2,Penn Station/Madison Sq West,Greenwich Village South,1.0
1,2024-06-07 00:00:00,UberXL,Uber Pay,1,10,$30.5,Penn Station/Madison Sq West,Inwood,1.0
1,2024-06-07 00:00:00,UberXL,Uber Pay,2,3,$15.7,Penn Station/Madison Sq West,Lenox Hill East,1.0
1,2024-06-07 00:00:00,UberXL,Uber Pay,1,3,$14.5,Penn Station/Madison Sq West,Lenox Hill West,1.0
1,2024-06-07 00:00:00,UberXL,Uber Pay,1,2,$10.9,Penn Station/Madison Sq West,Lincoln Square West,1.0
1,2024-06-07 00:00:00,UberXL,Uber Pay,1,3,$16.3,Penn Station/Madison Sq West,Little Italy/NoLiTa,1.0
1,2024-06-07 00:00:00,UberXL,Uber Pay,1,4,$15.5,Penn Station/Madison Sq West,Morningside Heights,1.0
1,2024-06-07 00:00:00,UberXL,Uber Pay,1,4,$19.0,Penn Station/Madison Sq West,Stuy Town/Peter Cooper Village,1.0
1,2024-06-07 00:00:00,UberXL,Uber Pay,1,1,$8.9,Penn Station/Madison Sq West,Times Sq/Theatre District,1.0
1,2024-06-07 00:00:00,UberXL,Uber Pay,1,9,$30.0,Penn Station/Madison Sq West,Washington Heights North,1.0
1,2024-06-07 00:00:00,UberXL,Uber Pay,1,3,$18.1,Penn Station/Madison Sq West,World Trade Center,1.0
1,2024-06-07 00:00:00,UberXL,Uber Pay,1,4,$15.5,Penn Station/Madison Sq West,Yorkville West,1.0
1,2024-06-08 00:00:00,Uber Black,Cash,1,1,$6.5,Penn Station/Madison Sq West,Gramercy,1.0
1,2024-06-08 00:00:00,Uber Black,Cash,1,8,$24.0,Penn Station/Madison Sq West,Hamilton Heights,1.0
2,2024-06-08 00:00:00,Uber Black,Cash,2,3,$17.0,Penn Station/Madison Sq West,Midtown Center,2.0
1,2024-06-08 00:00:00,Uber Black,Cash,1,3,$11.0,Penn Station/Madison Sq West,Seaport,1.0
1,2024-06-08 00:00:00,Uber Black,Cash,1,2,$10.0,Penn Station/Madison Sq West,Sutton Place/Turtle Bay North,1.0
1,2024-06-08 00:00:00,Uber Black,Uber Pay,1,2,$9.7,Penn Station/Madison Sq West,Clinton East,1.0
1,2024-06-08 00:00:00,Uber Black,Uber Pay,1,2,$12.7,Penn Station/Madison Sq West,Clinton West,1.0
1,2024-06-08 00:00:00,Uber Black,Uber Pay,1,1,$7.9,Penn Station/Madison Sq West,East Chelsea,1.0
1,2024-06-08 00:00:00,Uber Black,Uber Pay,1,1,$9.3,Penn Station/Madison Sq West,Flatiron,1.0
1,2024-06-08 00:00:00,Uber Black,Uber Pay,3,1,$10.2,Penn Station/Madison Sq West,Gramercy,1.0
1,2024-06-08 00:00:00,Uber Black,Uber Pay,1,3,$16.3,Penn Station/Madison Sq West,Little Italy/NoLiTa,1.0
2,2024-06-08 00:00:00,Uber Black,Uber Pay,3,3,$22.2,Penn Station/Madison Sq West,Midtown Center,2.0
1,2024-06-08 00:00:00,Uber Black,Uber Pay,1,1,$8.0,Penn Station/Madison Sq West,Midtown East,1.0
1,2024-06-08 00:00:00,Uber Black,Uber Pay,1,2,$9.5,Penn Station/Madison Sq West,Midtown North,1.0
1,2024-06-08 00:00:00,Uber Black,Uber Pay,2,6,$22.0,Penn Station/Madison Sq West,Park Slope,1.0
1,2024-06-08 00:00:00,Uber Black,Uber Pay,2,2,$9.8,Penn Station/Madison Sq West,Stuy Town/Peter Cooper Village,1.0
1,2024-06-08 00:00:00,Uber Black,Uber Pay,1,2,$11.2,Penn Station/Madison Sq West,Sutton Place/Turtle Bay North,1.0
2,2024-06-08 00:00:00,Uber Black,Uber Pay,2,7,$37.0,Penn Station/Madison Sq West,Upper East Side North,2.0
1,2024-06-08 00:00:00,Uber Black,Uber Pay,2,8,$29.0,Penn Station/Madison Sq West,Washington Heights South,1.0
1,2024-06-08 00:00:00,Uber Black,Uber Pay,1,1,$7.3,Penn Station/Madison Sq West,West Village,1.0
2,2024-06-08 00:00:00,Uber Black,Uber Pay,7,7,$37.1,Penn Station/Madison Sq West,Yorkville East,2.0
2,2024-06-08 00:00:00,Uber Black,Uber Pay,2,9,$37.7,Penn Station/Madison Sq West,Yorkville West,2.0
1,2024-06-08 00:00:00,Uber Comfort,Cash,1,2,$9.0,Penn Station/Madison Sq West,East Village,1.0
1,2024-06-08 00:00:00,Uber Comfort,Cash,1,1,$9.0,Penn Station/Madison Sq West,Flatiron,1.0
1,2024-06-08 00:00:00,Uber Comfort,Cash,1,2,$8.0,Penn Station/Madison Sq West,Greenwich Village North,1.0
1,2024-06-08 00:00:00,Uber Comfort,Cash,1,3,$14.0,Penn Station/Madison Sq West,Lenox Hill East,1.0
1,2024-06-08 00:00:00,Uber Comfort,Cash,3,2,$9.0,Penn Station/Madison Sq West,Lincoln Square West,1.0
1,2024-06-08 00:00:00,Uber Comfort,Cash,2,1,$7.5,Penn Station/Madison Sq West,Union Sq,1.0
2,2024-06-08 00:00:00,Uber Comfort,Cash,7,8,$32.5,Penn Station/Madison Sq West,Upper East Side North,2.0
1,2024-06-08 00:00:00,Uber Comfort,Cash,1,2,$7.5,Penn Station/Madison Sq West,Upper East Side South,1.0
1,2024-06-08 00:00:00,Uber Comfort,Uber Pay,1,1,$7.0,Penn Station/Madison Sq West,Clinton East,1.0
1,2024-06-08 00:00:00,Uber Comfort,Uber Pay,1,5,$21.6,Penn Station/Madison Sq West,East Harlem South,1.0
2,2024-06-08 00:00:00,Uber Comfort,Uber Pay,4,3,$20.9,Penn Station/Madison Sq West,Gramercy,2.0
2,2024-06-08 00:00:00,Uber Comfort,Uber Pay,2,4,$18.9,Penn Station/Madison Sq West,Greenwich Village South,2.0
1,2024-06-08 00:00:00,Uber Comfort,Uber Pay,1,1,$8.0,Penn Station/Madison Sq West,Kips Bay,1.0
1,2024-06-08 00:00:00,Uber Comfort,Uber Pay,1,2,$12.1,Penn Station/Madison Sq West,Lincoln Square West,1.0
1,2024-06-08 00:00:00,Uber Comfort,Uber Pay,1,2,$11.0,Penn Station/Madison Sq West,Lower East Side,1.0
1,2024-06-08 00:00:00,Uber Comfort,Uber Pay,2,2,$8.7,Penn Station/Madison Sq West,Meatpacking/West Village West,1.0
2,2024-06-08 00:00:00,Uber Comfort,Uber Pay,2,2,$18.3,Penn Station/Madison Sq West,Midtown Center,2.0
1,2024-06-08 00:00:00,Uber Comfort,Uber Pay,1,2,$13.3,Penn Station/Madison Sq West,Upper East Side South,1.0
1,2024-06-08 00:00:00,Uber Comfort,Uber Pay,1,3,$15.3,Penn Station/Madison Sq West,Upper West Side North,1.0
1,2024-06-08 00:00:00,Uber Comfort,Uber Pay,1,3,$11.0,Penn Station/Madison Sq West,Upper West Side South,1.0
1,2024-06-08 00:00:00,Uber Green,Cash,1,1,$6.0,Penn Station/Madison Sq West,Clinton East,1.0
1,2024-06-08 00:00:00,Uber Green,Cash,1,10,$33.0,Penn Station/Madison Sq West,Forest Park/Highland Park,1.0
1,2024-06-08 00:00:00,Uber Green,Cash,1,2,$9.5,Penn Station/Madison Sq West,Upper East Side South,1.0
1,2024-06-08 00:00:00,Uber Green,Uber Pay,1,1,$8.5,Penn Station/Madison Sq West,Clinton West,1.0
1,2024-06-08 00:00:00,Uber Green,Uber Pay,1,2,$8.5,Penn Station/Madison Sq West,Gramercy,1.0
1,2024-06-08 00:00:00,Uber Green,Uber Pay,1,7,$30.1,Penn Station/Madison Sq West,Hamilton Heights,1.0
2,2024-06-08 00:00:00,Uber Green,Uber Pay,2,3,$17.1,Penn Station/Madison Sq West,Kips Bay,2.0
1,2024-06-08 00:00:00,Uber Green,Uber Pay,1,2,$9.7,Penn Station/Madison Sq West,Lincoln Square East,1.0
1,2024-06-08 00:00:00,Uber Green,Uber Pay,1,5,$23.7,Penn Station/Madison Sq West,Long Island City/Queens Plaza,1.0
1,2024-06-08 00:00:00,Uber Green,Uber Pay,1,1,$7.9,Penn Station/Madison Sq West,Midtown Center,1.0
1,2024-06-08 00:00:00,Uber Green,Uber Pay,1,1,$9.7,Penn Station/Madison Sq West,Murray Hill,1.0
1,2024-06-08 00:00:00,Uber Green,Uber Pay,1,2,$14.0,Penn Station/Madison Sq West,Stuy Town/Peter Cooper Village,1.0
1,2024-06-08 00:00:00,Uber Green,Uber Pay,1,4,$17.7,Penn Station/Madison Sq West,TriBeCa/Civic Center,1.0
1,2024-06-08 00:00:00,Uber Green,Uber Pay,2,2,$12.1,Penn Station/Madison Sq West,UN/Turtle Bay South,1.0
1,2024-06-08 00:00:00,Uber Green,Uber Pay,1,3,$12.5,Penn Station/Madison Sq West,Upper West Side South,1.0
1,2024-06-08 00:00:00,UberX,Cash,2,1,$6.0,Penn Station/Madison Sq West,Central Park,1.0
1,2024-06-08 00:00:00,UberX,Cash,1,10,$35.5,Penn Station/Madison Sq West,Crown Heights North,1.0
1,2024-06-08 00:00:00,UberX,Cash,1,7,$21.0,Penn Station/Madison Sq West,East Harlem North,1.0
1,2024-06-08 00:00:00,UberX,Cash,1,3,$12.5,Penn Station/Madison Sq West,Financial District North,1.0
1,2024-06-08 00:00:00,UberX,Cash,1,11,$32.5,Penn Station/Madison Sq West,Highbridge,1.0
1,2024-06-08 00:00:00,UberX,Cash,1,19,$51.0,Penn Station/Madison Sq West,JFK Airport,1.0
1,2024-06-08 00:00:00,UberX,Cash,1,3,$13.5,Penn Station/Madison Sq West,Lenox Hill East,1.0
1,2024-06-08 00:00:00,UberX,Cash,1,3,$12.5,Penn Station/Madison Sq West,Lenox Hill West,1.0
1,2024-06-08 00:00:00,UberX,Cash,1,2,$7.0,Penn Station/Madison Sq West,Lincoln Square East,1.0
1,2024-06-08 00:00:00,UberX,Cash,1,7,$25.5,Penn Station/Madison Sq West,Maspeth,1.0
1,2024-06-08 00:00:00,UberX,Cash,2,1,$7.5,Penn Station/Madison Sq West,Meatpacking/West Village West,1.0
5,2024-06-08 00:00:00,UberX,Cash,5,7,$35.0,Penn Station/Madison Sq West,Midtown Center,5.0
1,2024-06-08 00:00:00,UberX,Cash,2,9,$31.5,Penn Station/Madison Sq West,Ridgewood,1.0
1,2024-06-08 00:00:00,UberX,Cash,1,2,$8.5,Penn Station/Madison Sq West,Upper East Side South,1.0
1,2024-06-08 00:00:00,UberX,Cash,1,9,$27.0,Penn Station/Madison Sq West,West Concourse,1.0
1,2024-06-08 00:00:00,UberX,Cash,1,4,$14.5,Penn Station/Madison Sq West,Yorkville East,1.0
1,2024-06-08 00:00:00,UberX,Uber Pay,1,4,$17.8,Penn Station/Madison Sq West,Bloomingdale,1.0
1,2024-06-08 00:00:00,UberX,Uber Pay,2,16,$55.0,Penn Station/Madison Sq West,Briarwood/Jamaica Hills,1.0
1,2024-06-08 00:00:00,UberX,Uber Pay,2,6,$32.5,Penn Station/Madison Sq West,Bushwick South,1.0
1,2024-06-08 00:00:00,UberX,Uber Pay,1,5,$21.1,Penn Station/Madison Sq West,Central Harlem,1.0
1,2024-06-08 00:00:00,UberX,Uber Pay,1,3,$13.9,Penn Station/Madison Sq West,Central Park,1.0
1,2024-06-08 00:00:00,UberX,Uber Pay,1,6,$26.7,Penn Station/Madison Sq West,East Harlem North,1.0
2,2024-06-08 00:00:00,UberX,Uber Pay,2,4,$20.5,Penn Station/Madison Sq West,East Village,2.0
1,2024-06-08 00:00:00,UberX,Uber Pay,2,3,$12.5,Penn Station/Madison Sq West,Financial District North,1.0
1,2024-06-08 00:00:00,UberX,Uber Pay,2,1,$9.7,Penn Station/Madison Sq West,Gramercy,1.0
1,2024-06-08 00:00:00,UberX,Uber Pay,2,2,$9.8,Penn Station/Madison Sq West,Greenwich Village South,1.0
2,2024-06-08 00:00:00,UberX,Uber Pay,2,3,$22.9,Penn Station/Madison Sq West,Kips Bay,2.0
3,2024-06-08 00:00:00,UberX,Uber Pay,3,10,$51.8,Penn Station/Madison Sq West,Lenox Hill East,3.0
1,2024-06-08 00:00:00,UberX,Uber Pay,1,3,$22.0,Penn Station/Madison Sq West,Lenox Hill West,1.0
1,2024-06-08 00:00:00,UberX,Uber Pay,1,2,$9.2,Penn Station/Madison Sq West,Lincoln Square East,1.0
1,2024-06-08 00:00:00,UberX,Uber Pay,1,3,$13.3,Penn Station/Madison Sq West,Lincoln Square West,1.0
1,2024-06-08 00:00:00,UberX,Uber Pay,1,5,$22.1,Penn Station/Madison Sq West,Long Island City/Hunters Point,1.0
1,2024-06-08 00:00:00,UberX,Uber Pay,5,2,$10.1,Penn Station/Madison Sq West,Meatpacking/West Village West,1.0
2,2024-06-08 00:00:00,UberX,Uber Pay,2,3,$15.9,Penn Station/Madison Sq West,Midtown Center,2.0
2,2024-06-08 00:00:00,UberX,Uber Pay,2,4,$20.2,Penn Station/Madison Sq West,Midtown East,2.0
2,2024-06-08 00:00:00,UberX,Uber Pay,2,3,$16.7,Penn Station/Madison Sq West,Midtown North,2.0
3,2024-06-08 00:00:00,UberX,Uber Pay,6,4,$24.4,Penn Station/Madison Sq West,Murray Hill,3.0
1,2024-06-08 00:00:00,UberX,Uber Pay,1,24,$77.5,Penn Station/Madison Sq West,Rockaway Park,1.0
1,2024-06-08 00:00:00,UberX,Uber Pay,1,2,$13.3,Penn Station/Madison Sq West,Stuy Town/Peter Cooper Village,1.0
1,2024-06-08 00:00:00,UberX,Uber Pay,1,1,$7.9,Penn Station/Madison Sq West,Union Sq,1.0
1,2024-06-08 00:00:00,UberX,Uber Pay,1,5,$20.0,Penn Station/Madison Sq West,Upper East Side North,1.0
1,2024-06-08 00:00:00,UberX,Uber Pay,1,2,$12.1,Penn Station/Madison Sq West,Upper East Side South,1.0
2,2024-06-08 00:00:00,UberX,Uber Pay,3,7,$33.6,Penn Station/Madison Sq West,Upper West Side North,2.0
1,2024-06-08 00:00:00,UberX,Uber Pay,1,8,$32.7,Penn Station/Madison Sq West,Washington Heights South,1.0
1,2024-06-08 00:00:00,UberXL,Cash,1,5,$22.0,Penn Station/Madison Sq West,Downtown Brooklyn/MetroTech,1.0
1,2024-06-08 00:00:00,UberXL,Cash,1,5,$14.5,Penn Station/Madison Sq West,East Harlem South,1.0
1,2024-06-08 00:00:00,UberXL,Cash,1,2,$8.0,Penn Station/Madison Sq West,Kips Bay,1.0
1,2024-06-08 00:00:00,UberXL,Cash,2,1,$6.5,Penn Station/Madison Sq West,Meatpacking/West Village West,1.0
1,2024-06-08 00:00:00,UberXL,Cash,2,3,$12.5,Penn Station/Madison Sq West,Upper West Side South,1.0
1,2024-06-08 00:00:00,UberXL,Cash,1,2,$6.0,Penn Station/Madison Sq West,West Village,1.0
1,2024-06-08 00:00:00,UberXL,Uber Pay,1,2,$6.0,Penn Station/Madison Sq West,Clinton East,1.0
1,2024-06-08 00:00:00,UberXL,Uber Pay,1,6,$29.0,Penn Station/Madison Sq West,Clinton Hill,1.0
1,2024-06-08 00:00:00,UberXL,Uber Pay,6,3,$15.2,Penn Station/Madison Sq West,Financial District North,1.0
1,2024-06-08 00:00:00,UberXL,Uber Pay,1,2,$9.0,Penn Station/Madison Sq West,Greenwich Village North,1.0
1,2024-06-08 00:00:00,UberXL,Uber Pay,1,2,$14.0,Penn Station/Madison Sq West,Greenwich Village South,1.0
1,2024-06-08 00:00:00,UberXL,Uber Pay,1,3,$18.7,Penn Station/Madison Sq West,Lenox Hill East,1.0
1,2024-06-08 00:00:00,UberXL,Uber Pay,1,1,$9.9,Penn Station/Madison Sq West,Midtown East,1.0
1,2024-06-08 00:00:00,UberXL,Uber Pay,1,2,$9.7,Penn Station/Madison Sq West,Midtown North,1.0
1,2024-06-08 00:00:00,UberXL,Uber Pay,1,2,$10.0,Penn Station/Madison Sq West,Murray Hill,1.0
1,2024-06-08 00:00:00,UberXL,Uber Pay,1,1,$7.5,Penn Station/Madison Sq West,Penn Station/Madison Sq West,1.0
1,2024-06-08 00:00:00,UberXL,Uber Pay,1,1,$8.1,Penn Station/Madison Sq West,Times Sq/Theatre District,1.0
1,2024-06-08 00:00:00,UberXL,Uber Pay,1,3,$17.0,Penn Station/Madison Sq West,Upper East Side North,1.0
1,2024-06-09 00:00:00,Uber Black,Cash,1,3,$12.5,Penn Station/Madison Sq West,Alphabet City,1.0
1,2024-06-09 00:00:00,Uber Black,Cash,2,5,$18.5,Penn Station/Madison Sq West,Central Harlem North,1.0
2,2024-06-09 00:00:00,Uber Black,Cash,2,6,$24.0,Penn Station/Madison Sq West,Clinton East,2.0
1,2024-06-09 00:00:00,Uber Black,Cash,1,2,$8.5,Penn Station/Madison Sq West,East Village,1.0
1,2024-06-09 00:00:00,Uber Black,Cash,1,1,$6.5,Penn Station/Madison Sq West,Flatiron,1.0
1,2024-06-09 00:00:00,Uber Black,Cash,1,1,$6.5,Penn Station/Madison Sq West,Gramercy,1.0
1,2024-06-09 00:00:00,Uber Black,Cash,1,1,$8.0,Penn Station/Madison Sq West,Greenwich Village North,1.0
1,2024-06-09 00:00:00,Uber Black,Cash,2,2,$9.0,Penn Station/Madison Sq West,Lincoln Square West,1.0
1,2024-06-09 00:00:00,Uber Black,Cash,1,2,$10.0,Penn Station/Madison Sq West,West Village,1.0
1,2024-06-09 00:00:00,Uber Black,Uber Pay,1,6,$25.9,Penn Station/Madison Sq West,Central Harlem,1.0
1,2024-06-09 00:00:00,Uber Black,Uber Pay,1,2,$13.6,Penn Station/Madison Sq West,Central Park,1.0
1,2024-06-09 00:00:00,Uber Black,Uber Pay,1,2,$12.8,Penn Station/Madison Sq West,Clinton West,1.0
1,2024-06-09 00:00:00,Uber Black,Uber Pay,2,1,$9.0,Penn Station/Madison Sq West,Kips Bay,1.0
1,2024-06-09 00:00:00,Uber Black,Uber Pay,1,3,$17.5,Penn Station/Madison Sq West,Lenox Hill West,1.0
1,2024-06-09 00:00:00,Uber Black,Uber Pay,1,2,$10.5,Penn Station/Madison Sq West,Lincoln Square East,1.0
1,2024-06-09 00:00:00,Uber Black,Uber Pay,1,2,$9.0,Penn Station/Madison Sq West,Midtown North,1.0
1,2024-06-09 00:00:00,Uber Black,Uber Pay,1,2,$11.0,Penn Station/Madison Sq West,Sutton Place/Turtle Bay North,1.0
1,2024-06-09 00:00:00,Uber Black,Uber Pay,1,2,$9.6,Penn Station/Madison Sq West,West Village,1.0
1,2024-06-09 00:00:00,Uber Comfort,Cash,1,9,$34.0,Penn Station/Madison Sq West,Crown Heights North,1.0
1,2024-06-09 00:00:00,Uber Comfort,Cash,1,4,$13.5,Penn Station/Madison Sq West,Manhattan Valley,1.0
1,2024-06-09 00:00:00,Uber Comfort,Cash,1,2,$7.5,Penn Station/Madison Sq West,Midtown East,1.0
1,2024-06-09 00:00:00,Uber Comfort,Cash,1,10,$34.5,Penn Station/Madison Sq West,Prospect-Lefferts Gardens,1.0
1,2024-06-09 00:00:00,Uber Comfort,Cash,3,3,$12.5,Penn Station/Madison Sq West,Upper East Side North,1.0
1,2024-06-09 00:00:00,Uber Comfort,Uber Pay,3,1,$8.3,Penn Station/Madison Sq West,Clinton East,1.0
1,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,4,$25.0,Penn Station/Madison Sq West,East Harlem South,1.0
3,2024-06-09 00:00:00,Uber Comfort,Uber Pay,3,4,$26.6,Penn Station/Madison Sq West,Gramercy,3.0
1,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,1,$8.5,Penn Station/Madison Sq West,Kips Bay,1.0
1,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,3,$18.6,Penn Station/Madison Sq West,Lenox Hill East,1.0
1,2024-06-09 00:00:00,Uber Comfort,Uber Pay,5,2,$11.5,Penn Station/Madison Sq West,Lincoln Square East,1.0
1,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,1,$8.5,Penn Station/Madison Sq West,Midtown Center,1.0
1,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,1,$9.3,Penn Station/Madison Sq West,Murray Hill,1.0
1,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,2,$13.9,Penn Station/Madison Sq West,SoHo,1.0
1,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,2,$11.5,Penn Station/Madison Sq West,Upper West Side South,1.0
1,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,1,$9.3,Penn Station/Madison Sq West,West Chelsea/Hudson Yards,1.0
1,2024-06-09 00:00:00,Uber Green,Amazon Pay,1,16,$44.0,Penn Station/Madison Sq West,Norwood,1.0
1,2024-06-09 00:00:00,Uber Green,Cash,1,7,$27.0,Penn Station/Madison Sq West,Bushwick South,1.0
1,2024-06-09 00:00:00,Uber Green,Cash,1,2,$10.5,Penn Station/Madison Sq West,Midtown South,1.0
1,2024-06-09 00:00:00,Uber Green,Cash,1,2,$11.0,Penn Station/Madison Sq West,Sutton Place/Turtle Bay North,1.0
1,2024-06-09 00:00:00,Uber Green,Cash,1,2,$11.0,Penn Station/Madison Sq West,Union Sq,1.0
2,2024-06-09 00:00:00,Uber Green,Uber Pay,2,3,$17.3,Penn Station/Madison Sq West,Clinton East,2.0
1,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1,$6.5,Penn Station/Madison Sq West,Clinton West,1.0
1,2024-06-09 00:00:00,Uber Green,Uber Pay,1,12,$46.9,Penn Station/Madison Sq West,East Tremont,1.0
3,2024-06-09 00:00:00,Uber Green,Uber Pay,3,4,$25.6,Penn Station/Madison Sq West,Gramercy,3.0
1,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1,$9.1,Penn Station/Madison Sq West,Greenwich Village North,1.0
1,2024-06-09 00:00:00,Uber Green,Uber Pay,1,2,$9.0,Penn Station/Madison Sq West,Hudson Sq,1.0
1,2024-06-09 00:00:00,Uber Green,Uber Pay,2,1,$9.1,Penn Station/Madison Sq West,Kips Bay,1.0
1,2024-06-09 00:00:00,Uber Green,Uber Pay,3,3,$14.1,Penn Station/Madison Sq West,Lenox Hill East,1.0
1,2024-06-09 00:00:00,Uber Green,Uber Pay,1,3,$15.5,Penn Station/Madison Sq West,Lenox Hill West,1.0
1,2024-06-09 00:00:00,Uber Green,Uber Pay,1,2,$11.6,Penn Station/Madison Sq West,Lincoln Square West,1.0
1,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1,$10.7,Penn Station/Madison Sq West,Midtown Center,1.0
1,2024-06-09 00:00:00,Uber Green,Uber Pay,1,2,$8.0,Penn Station/Madison Sq West,UN/Turtle Bay South,1.0
2,2024-06-09 00:00:00,Uber Green,Uber Pay,2,8,$37.0,Penn Station/Madison Sq West,Upper East Side North,2.0
1,2024-06-09 00:00:00,UberX,Amazon Pay,2,2,$7.5,Penn Station/Madison Sq West,Midtown Center,1.0
1,2024-06-09 00:00:00,UberX,Cash,2,3,$12.0,Penn Station/Madison Sq West,Alphabet City,1.0
1,2024-06-09 00:00:00,UberX,Cash,1,7,$22.5,Penn Station/Madison Sq West,Central Harlem,1.0
1,2024-06-09 00:00:00,UberX,Cash,1,1,$6.5,Penn Station/Madison Sq West,Central Park,1.0
1,2024-06-09 00:00:00,UberX,Cash,1,2,$8.0,Penn Station/Madison Sq West,Clinton West,1.0
2,2024-06-09 00:00:00,UberX,Cash,2,4,$16.0,Penn Station/Madison Sq West,Gramercy,2.0
1,2024-06-09 00:00:00,UberX,Cash,1,3,$11.0,Penn Station/Madison Sq West,Lenox Hill East,1.0
1,2024-06-09 00:00:00,UberX,Cash,1,3,$10.5,Penn Station/Madison Sq West,Lenox Hill West,1.0
1,2024-06-09 00:00:00,UberX,Cash,1,3,$10.5,Penn Station/Madison Sq West,Lincoln Square West,1.0
1,2024-06-09 00:00:00,UberX,Cash,1,13,$43.5,Penn Station/Madison Sq West,Longwood,1.0
1,2024-06-09 00:00:00,UberX,Cash,1,6,$21.0,Penn Station/Madison Sq West,Manhattanville,1.0
1,2024-06-09 00:00:00,UberX,Cash,1,1,$6.5,Penn Station/Madison Sq West,Meatpacking/West Village West,1.0
3,2024-06-09 00:00:00,UberX,Cash,3,5,$21.0,Penn Station/Madison Sq West,Midtown Center,3.0
2,2024-06-09 00:00:00,UberX,Cash,2,3,$16.0,Penn Station/Madison Sq West,Midtown East,2.0
1,2024-06-09 00:00:00,UberX,Cash,1,2,$10.5,Penn Station/Madison Sq West,Midtown North,1.0
1,2024-06-09 00:00:00,UberX,Cash,2,1,$14.0,Penn Station/Madison Sq West,Penn Station/Madison Sq West,1.0
1,2024-06-09 00:00:00,UberX,Cash,1,1,$6.0,Penn Station/Madison Sq West,Times Sq/Theatre District,1.0
1,2024-06-09 00:00:00,UberX,Cash,1,3,$13.0,Penn Station/Madison Sq West,Upper East Side North,1.0
1,2024-06-09 00:00:00,UberX,Google Pay,2,3,$12.5,Penn Station/Madison Sq West,Yorkville West,1.0
1,2024-06-09 00:00:00,UberX,Uber Pay,1,1,$7.9,Penn Station/Madison Sq West,Clinton East,1.0
3,2024-06-09 00:00:00,UberX,Uber Pay,3,6,$33.4,Penn Station/Madison Sq West,Clinton West,3.0
1,2024-06-09 00:00:00,UberX,Uber Pay,1,4,$23.5,Penn Station/Madison Sq West,DUMBO/Vinegar Hill,1.0
1,2024-06-09 00:00:00,UberX,Uber Pay,1,4,$14.0,Penn Station/Madison Sq West,East Harlem South,1.0
1,2024-06-09 00:00:00,UberX,Uber Pay,1,10,$32.0,Penn Station/Madison Sq West,Elmhurst,1.0
